symbol,name,kurs_inn,date,selskap,endring,GCS_Path
AKRBP.OL,Aker BP ASA,309.37,2023-10-09 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA231009.pdf
BORR.OL,Borr Drilling Ltd,78.44,2023-10-09 06:00:00.000000 UTC,Borr Drilling,0,gs://ukens_aksjer/clean_AA231009.pdf
EQNR.OL,Equinor ASA,353.4,2023-10-09 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA231009.pdf
EPR.OL,Europris ASA,60.52,2023-10-09 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA231009.pdf
LSG.OL,Leroy Seafood Group ASA,45.8,2023-10-09 06:00:00.000000 UTC,Lerøy Seafood,0,gs://ukens_aksjer/clean_AA231009.pdf
MOWI.OL,Mowi ASA,167.13,2023-10-09 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA231009.pdf
SATS.OL,Sats ASA,12.23,2023-10-09 06:00:00.000000 UTC,SATS,0,gs://ukens_aksjer/clean_AA231009.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-10-09 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA231009.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-10-02 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA231002.pdf
BORR.OL,Borr Drilling Ltd,78.44,2023-10-02 06:00:00.000000 UTC,Borr Drilling,0,gs://ukens_aksjer/clean_AA231002.pdf
EQNR.OL,Equinor ASA,353.4,2023-10-02 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA231002.pdf
LSG.OL,Leroy Seafood Group ASA,45.8,2023-10-02 06:00:00.000000 UTC,Lerøy Seafood,0,gs://ukens_aksjer/clean_AA231002.pdf
MOWI.OL,Mowi ASA,167.13,2023-10-02 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA231002.pdf
ORK.OL,Orkla ASA,76.95,2023-10-02 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA231002.pdf
SATS.OL,Sats ASA,12.23,2023-10-02 06:00:00.000000 UTC,SATS,0,gs://ukens_aksjer/clean_AA231002.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-10-02 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA231002.pdf
SNI.OL,Stolt-Nielsen Limited,285.71,2023-10-02 06:00:00.000000 UTC,Stolt Nielsen,0,gs://ukens_aksjer/clean_AA231002.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-09-25 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230925.pdf
BORR.OL,Borr Drilling Ltd,78.44,2023-09-25 06:00:00.000000 UTC,Borr Drilling,0,gs://ukens_aksjer/clean_AA230925.pdf
EQNR.OL,Equinor ASA,353.4,2023-09-25 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230925.pdf
LSG.OL,Leroy Seafood Group ASA,45.8,2023-09-25 06:00:00.000000 UTC,Lerøy Seafood,0,gs://ukens_aksjer/clean_AA230925.pdf
MOWI.OL,Mowi ASA,167.13,2023-09-25 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230925.pdf
ORK.OL,Orkla ASA,76.95,2023-09-25 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230925.pdf
SATS.OL,Sats ASA,12.23,2023-09-25 06:00:00.000000 UTC,SATS,0,gs://ukens_aksjer/clean_AA230925.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-09-25 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230925.pdf
SNI.OL,Stolt-Nielsen Limited,285.71,2023-09-25 06:00:00.000000 UTC,Stolt Nielsen,0,gs://ukens_aksjer/clean_AA230925.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-09-11 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230911.pdf
BORR.OL,Borr Drilling Ltd,78.44,2023-09-11 06:00:00.000000 UTC,Borr Drilling,0,gs://ukens_aksjer/clean_AA230911.pdf
EQNR.OL,Equinor ASA,353.4,2023-09-11 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230911.pdf
MOWI.OL,Mowi ASA,167.13,2023-09-11 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230911.pdf
ORK.OL,Orkla ASA,76.95,2023-09-11 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230911.pdf
PROT.OL,Protector Forsikring ASA,177.14,2023-09-11 06:00:00.000000 UTC,Protector,0,gs://ukens_aksjer/clean_AA230911.pdf
SATS.OL,Sats ASA,12.23,2023-09-11 06:00:00.000000 UTC,SATS,0,gs://ukens_aksjer/clean_AA230911.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-09-11 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230911.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-09-04 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230904.pdf
BORR.OL,Borr Drilling Ltd,,2023-09-04 06:00:00.000000 UTC,Borr Drilling,1,gs://ukens_aksjer/clean_AA230904.pdf
EQNR.OL,Equinor ASA,353.4,2023-09-04 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230904.pdf
FRO.OL,Frontline Ltd,177.74,2023-09-04 06:00:00.000000 UTC,Frontline,-1,gs://ukens_aksjer/clean_AA230904.pdf
MOWI.OL,Mowi ASA,167.13,2023-09-04 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230904.pdf
ORK.OL,Orkla ASA,76.95,2023-09-04 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230904.pdf
PROT.OL,Protector Forsikring ASA,177.14,2023-09-04 06:00:00.000000 UTC,Protector,0,gs://ukens_aksjer/clean_AA230904.pdf
SATS.OL,Sats ASA,,2023-09-04 06:00:00.000000 UTC,SATS,1,gs://ukens_aksjer/clean_AA230904.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-09-04 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230904.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-08-28 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230828.pdf
EQNR.OL,Equinor ASA,353.4,2023-08-28 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230828.pdf
FRO.OL,Frontline Ltd,177.74,2023-08-28 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA230828.pdf
MOWI.OL,Mowi ASA,167.13,2023-08-28 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230828.pdf
ORK.OL,Orkla ASA,76.95,2023-08-28 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230828.pdf
PROT.OL,Protector Forsikring ASA,177.14,2023-08-28 06:00:00.000000 UTC,Protector,0,gs://ukens_aksjer/clean_AA230828.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-08-28 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230828.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-08-28 06:00:00.000000 UTC,Subsea 7,-1,gs://ukens_aksjer/clean_AA230828.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-08-21 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230821.pdf
EQNR.OL,Equinor ASA,353.4,2023-08-21 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230821.pdf
FRO.OL,Frontline Ltd,177.74,2023-08-21 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA230821.pdf
MOWI.OL,Mowi ASA,167.13,2023-08-21 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230821.pdf
ORK.OL,Orkla ASA,76.95,2023-08-21 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230821.pdf
PROT.OL,Protector Forsikring ASA,,2023-08-21 06:00:00.000000 UTC,Protector Forsikring,1,gs://ukens_aksjer/clean_AA230821.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-08-21 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230821.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-08-21 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230821.pdf
YAR.OL,Yara International ASA,429.38,2023-08-21 06:00:00.000000 UTC,Yara,-1,gs://ukens_aksjer/clean_AA230821.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-08-14 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230814.pdf
EQNR.OL,Equinor ASA,353.4,2023-08-14 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230814.pdf
FRO.OL,Frontline Ltd,177.74,2023-08-14 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA230814.pdf
MOWI.OL,Mowi ASA,167.13,2023-08-14 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230814.pdf
ORK.OL,Orkla ASA,76.95,2023-08-14 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230814.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-08-14 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230814.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-08-14 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230814.pdf
YAR.OL,Yara International ASA,429.38,2023-08-14 06:00:00.000000 UTC,Yara,0,gs://ukens_aksjer/clean_AA230814.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-08-07 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230807.pdf
EQNR.OL,Equinor ASA,353.4,2023-08-07 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230807.pdf
FRO.OL,Frontline Ltd,,2023-08-07 06:00:00.000000 UTC,Frontline,1,gs://ukens_aksjer/clean_AA230807.pdf
KOG.OL,Kongsberg Gruppen ASA,469.56,2023-08-07 06:00:00.000000 UTC,Kongsberg Gruppen,-1,gs://ukens_aksjer/clean_AA230807.pdf
MOWI.OL,Mowi ASA,167.13,2023-08-07 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230807.pdf
ORK.OL,Orkla ASA,76.95,2023-08-07 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230807.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-08-07 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230807.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-08-07 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230807.pdf
YAR.OL,Yara International ASA,429.38,2023-08-07 06:00:00.000000 UTC,Yara,0,gs://ukens_aksjer/clean_AA230807.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-07-24 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230724.pdf
EQNR.OL,Equinor ASA,353.4,2023-07-24 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230724.pdf
KOG.OL,Kongsberg Gruppen ASA,469.56,2023-07-24 06:00:00.000000 UTC,Kongsberg Gruppen,0,gs://ukens_aksjer/clean_AA230724.pdf
MOWI.OL,Mowi ASA,167.13,2023-07-24 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230724.pdf
ORK.OL,Orkla ASA,76.95,2023-07-24 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230724.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-07-24 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230724.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-07-24 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230724.pdf
YAR.OL,Yara International ASA,429.38,2023-07-24 06:00:00.000000 UTC,Yara,0,gs://ukens_aksjer/clean_AA230724.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-07-17 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230717.pdf
EQNR.OL,Equinor ASA,353.4,2023-07-17 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230717.pdf
KOG.OL,Kongsberg Gruppen ASA,469.56,2023-07-17 06:00:00.000000 UTC,Kongsberg Gruppen,0,gs://ukens_aksjer/clean_AA230717.pdf
MOWI.OL,Mowi ASA,167.13,2023-07-17 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230717.pdf
ORK.OL,Orkla ASA,76.95,2023-07-17 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230717.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-07-17 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230717.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-07-17 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230717.pdf
YAR.OL,Yara International ASA,429.38,2023-07-17 06:00:00.000000 UTC,Yara,0,gs://ukens_aksjer/clean_AA230717.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-07-10 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230710.pdf
EQNR.OL,Equinor ASA,353.4,2023-07-10 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230710.pdf
EPR.OL,Europris ASA,67.64,2023-07-10 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230710.pdf
KOG.OL,Kongsberg Gruppen ASA,469.56,2023-07-10 06:00:00.000000 UTC,Kongsberg Gruppen,0,gs://ukens_aksjer/clean_AA230710.pdf
MOWI.OL,Mowi ASA,167.13,2023-07-10 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230710.pdf
ORK.OL,Orkla ASA,76.95,2023-07-10 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA230710.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-07-10 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230710.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-07-10 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230710.pdf
YAR.OL,Yara International ASA,429.38,2023-07-10 06:00:00.000000 UTC,Yara,0,gs://ukens_aksjer/clean_AA230710.pdf
ORK.OL,Orkla ASA,,2023-06-26 06:00:00.000000 UTC,Orkla,1,gs://ukens_aksjer/clean_AA230626.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-06-19 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230619.pdf
BRG.OL,Borregaard ASA,189.87,2023-06-19 06:00:00.000000 UTC,Borregaard,-1,gs://ukens_aksjer/clean_AA230619.pdf
EQNR.OL,Equinor ASA,353.4,2023-06-19 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230619.pdf
EPR.OL,Europris ASA,67.64,2023-06-19 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230619.pdf
KOG.OL,Kongsberg Gruppen ASA,469.56,2023-06-19 06:00:00.000000 UTC,Kongsberg Gruppen,0,gs://ukens_aksjer/clean_AA230619.pdf
MOWI.OL,Mowi ASA,167.13,2023-06-19 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230619.pdf
NOD.OL,Nordic Semiconductor ASA,126.3,2023-06-19 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA230619.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-06-19 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230619.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-06-19 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230619.pdf
YAR.OL,Yara International ASA,429.38,2023-06-19 06:00:00.000000 UTC,Yara,0,gs://ukens_aksjer/clean_AA230619.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-06-12 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230612.pdf
ATEA.OL,Atea ASA,115.6,2023-06-12 06:00:00.000000 UTC,Atea,-1,gs://ukens_aksjer/clean_AA230612.pdf
BRG.OL,Borregaard ASA,189.87,2023-06-12 06:00:00.000000 UTC,Borregaard,0,gs://ukens_aksjer/clean_AA230612.pdf
EQNR.OL,Equinor ASA,353.4,2023-06-12 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230612.pdf
EPR.OL,Europris ASA,67.64,2023-06-12 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230612.pdf
KOG.OL,Kongsberg Gruppen ASA,,2023-06-12 06:00:00.000000 UTC,Kongsberg Gruppen,1,gs://ukens_aksjer/clean_AA230612.pdf
MOWI.OL,Mowi ASA,167.13,2023-06-12 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230612.pdf
NOD.OL,Nordic Semiconductor ASA,126.3,2023-06-12 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA230612.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-06-12 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230612.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-06-12 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230612.pdf
YAR.OL,Yara International ASA,,2023-06-12 06:00:00.000000 UTC,Yara,1,gs://ukens_aksjer/clean_AA230612.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-06-05 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230605.pdf
ATEA.OL,Atea ASA,115.6,2023-06-05 06:00:00.000000 UTC,Atea,0,gs://ukens_aksjer/clean_AA230605.pdf
BRG.OL,Borregaard ASA,189.87,2023-06-05 06:00:00.000000 UTC,Borregaard,0,gs://ukens_aksjer/clean_AA230605.pdf
EQNR.OL,Equinor ASA,353.4,2023-06-05 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230605.pdf
EPR.OL,Europris ASA,67.64,2023-06-05 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230605.pdf
MOWI.OL,Mowi ASA,167.13,2023-06-05 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230605.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-06-05 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230605.pdf
SNI.OL,Stolt-Nielsen Limited,287.96,2023-06-05 06:00:00.000000 UTC,Stolt-Nielsen,0,gs://ukens_aksjer/clean_AA230605.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-06-05 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230605.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-05-30 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230530.pdf
ATEA.OL,Atea ASA,115.6,2023-05-30 06:00:00.000000 UTC,Atea,0,gs://ukens_aksjer/clean_AA230530.pdf
BRG.OL,Borregaard ASA,189.87,2023-05-30 06:00:00.000000 UTC,Borregaard,0,gs://ukens_aksjer/clean_AA230530.pdf
EQNR.OL,Equinor ASA,353.4,2023-05-30 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230530.pdf
EPR.OL,Europris ASA,67.64,2023-05-30 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230530.pdf
MOWI.OL,Mowi ASA,167.13,2023-05-30 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230530.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-05-30 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230530.pdf
SNI.OL,Stolt-Nielsen Limited,287.96,2023-05-30 06:00:00.000000 UTC,Stolt-Nielsen,0,gs://ukens_aksjer/clean_AA230530.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-05-30 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230530.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-05-22 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230522.pdf
ATEA.OL,Atea ASA,115.6,2023-05-22 06:00:00.000000 UTC,Atea,0,gs://ukens_aksjer/clean_AA230522.pdf
BRG.OL,Borregaard ASA,189.87,2023-05-22 06:00:00.000000 UTC,Borregaard,0,gs://ukens_aksjer/clean_AA230522.pdf
EQNR.OL,Equinor ASA,353.4,2023-05-22 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230522.pdf
EPR.OL,Europris ASA,67.64,2023-05-22 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230522.pdf
MOWI.OL,Mowi ASA,167.13,2023-05-22 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230522.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-05-22 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230522.pdf
SNI.OL,Stolt-Nielsen Limited,287.96,2023-05-22 06:00:00.000000 UTC,Stolt-Nielsen,0,gs://ukens_aksjer/clean_AA230522.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-05-22 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230522.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-05-15 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230515.pdf
ATEA.OL,Atea ASA,115.6,2023-05-15 06:00:00.000000 UTC,Atea,0,gs://ukens_aksjer/clean_AA230515.pdf
BRG.OL,Borregaard ASA,,2023-05-15 06:00:00.000000 UTC,Borregaard,1,gs://ukens_aksjer/clean_AA230515.pdf
EQNR.OL,Equinor ASA,353.4,2023-05-15 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230515.pdf
EPR.OL,Europris ASA,67.64,2023-05-15 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230515.pdf
LSG.OL,Leroy Seafood Group ASA,50.82,2023-05-15 06:00:00.000000 UTC,Lerøy Seafood,-1,gs://ukens_aksjer/clean_AA230515.pdf
MOWI.OL,Mowi ASA,167.13,2023-05-15 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230515.pdf
NSKOG.OL,Norske Skog Asa,72.81,2023-05-15 06:00:00.000000 UTC,Norske Skog,-1,gs://ukens_aksjer/clean_AA230515.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-05-15 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230515.pdf
SNI.OL,Stolt-Nielsen Limited,,2023-05-15 06:00:00.000000 UTC,Stolt Nielsen,1,gs://ukens_aksjer/clean_AA230515.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-05-15 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230515.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-05-08 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230508.pdf
ATEA.OL,Atea ASA,115.6,2023-05-08 06:00:00.000000 UTC,Atea,0,gs://ukens_aksjer/clean_AA230508.pdf
EQNR.OL,Equinor ASA,353.4,2023-05-08 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230508.pdf
EPR.OL,Europris ASA,67.64,2023-05-08 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230508.pdf
LSG.OL,Leroy Seafood Group ASA,50.82,2023-05-08 06:00:00.000000 UTC,Lerøy Seafood,0,gs://ukens_aksjer/clean_AA230508.pdf
MOWI.OL,Mowi ASA,167.13,2023-05-08 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230508.pdf
NSKOG.OL,Norske Skog Asa,72.81,2023-05-08 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA230508.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-05-08 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230508.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-05-08 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230508.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-05-02 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230502.pdf
ATEA.OL,Atea ASA,115.6,2023-05-02 06:00:00.000000 UTC,Atea,0,gs://ukens_aksjer/clean_AA230502.pdf
EQNR.OL,Equinor ASA,353.4,2023-05-02 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230502.pdf
EPR.OL,Europris ASA,67.64,2023-05-02 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230502.pdf
LSG.OL,Leroy Seafood Group ASA,50.82,2023-05-02 06:00:00.000000 UTC,Lerøy Seafood,0,gs://ukens_aksjer/clean_AA230502.pdf
MOWI.OL,Mowi ASA,167.13,2023-05-02 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230502.pdf
NSKOG.OL,Norske Skog Asa,72.81,2023-05-02 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA230502.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-05-02 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230502.pdf
SUBC.OL,Subsea 7 S.A.,113.58,2023-05-02 06:00:00.000000 UTC,Subsea 7,0,gs://ukens_aksjer/clean_AA230502.pdf
AKRBP.OL,Aker BP ASA,309.37,2023-04-24 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA230424.pdf
ATEA.OL,Atea ASA,115.6,2023-04-24 06:00:00.000000 UTC,Atea,0,gs://ukens_aksjer/clean_AA230424.pdf
EQNR.OL,Equinor ASA,353.4,2023-04-24 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA230424.pdf
EPR.OL,Europris ASA,67.64,2023-04-24 06:00:00.000000 UTC,Europris,0,gs://ukens_aksjer/clean_AA230424.pdf
LSG.OL,Leroy Seafood Group ASA,50.82,2023-04-24 06:00:00.000000 UTC,Lerøy Seafood,0,gs://ukens_aksjer/clean_AA230424.pdf
MOWI.OL,Mowi ASA,167.13,2023-04-24 06:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA230424.pdf
NSKOG.OL,Norske Skog Asa,72.81,2023-04-24 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA230424.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,122.18,2023-04-24 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA230424.pdf
